iter	RMSE	MAE
197	1363.350631	895.5891691
198	1362.816307	895.3088985
199	1362.423885	895.0514935
200	1362.079856	894.788165
201	1361.887975	894.5967376
202	1361.257536	894.2345351
203	1361.088803	894.0522138
204	1360.952732	893.8003975
205	1360.514786	893.5794421
206	1359.835247	893.1133637
207	1359.449164	892.8155937
208	1359.264054	892.6758998
209	1358.914785	892.3588224
210	1358.554404	892.0831868
211	1358.250605	891.8708106
212	1358.104751	891.6374286
213	1357.962784	891.5127751
214	1357.308015	891.1996005
215	1356.981288	890.999579
216	1356.669347	890.7130675
217	1356.125457	890.3236878
218	1355.598991	890.001732
219	1355.050953	889.6284805
220	1354.847091	889.4833417
221	1354.684736	889.3099428
222	1354.062555	888.9300708
223	1353.775423	888.7272832
224	1353.418267	888.4778889
225	1352.871324	888.1582607
226	1352.570847	887.9547329
227	1352.336756	887.7594937
228	1351.615999	887.3408846
229	1350.952823	886.9627825
230	1350.321171	886.6752686
231	1350.047725	886.5053965
232	1349.900253	886.3504639
233	1349.534604	886.1099661
234	1349.093147	885.8311292
235	1348.929534	885.6765365
236	1348.685151	885.5012599
237	1348.378334	885.3052084
238	1348.081128	885.1376103
239	1347.776806	884.9718731
240	1347.505986	884.7504236
241	1347.200893	884.4292473
242	1347.046144	884.2399545
243	1346.869322	884.075618
244	1346.453895	883.828546
245	1345.764936	883.5187367
246	1345.393483	883.2576142
247	1345.075365	883.0473558
248	1344.659059	882.8261562
249	1344.581485	882.6915306
250	1344.375672	882.487897
251	1344.228413	882.3418824
252	1343.785673	882.131797
253	1343.290476	881.6869774
254	1343.144679	881.557139
255	1343.088726	881.4900793
256	1342.875614	881.2718216
257	1342.664926	881.1223434
258	1342.43672	880.8918387
259	1342.192243	880.7534639
260	1342.149529	880.641076
261	1341.820635	880.4461106
262	1341.540212	880.2715953
263	1341.370276	880.1673272
264	1341.174873	880.0057824
265	1340.791707	879.7625029
266	1340.741571	879.6676124
267	1340.435301	879.4584766
268	1340.241785	879.3043293
269	1339.692141	878.9519545
270	1339.190063	878.6349705
271	1338.879184	878.4228469
272	1338.605684	878.2135479
273	1338.412721	878.0895274
274	1337.951997	877.7966324
275	1337.634127	877.5763836
276	1337.580093	877.4526577
277	1337.389562	877.3409305
278	1337.065013	877.1773699
279	1336.889316	877.0133475
280	1336.307353	876.66581
281	1336.132738	876.526382
282	1336.051455	876.410493
283	1335.807389	876.2947671
284	1335.437741	876.0137166
285	1335.206017	875.7268188
286	1334.927835	875.5336835
287	1334.853038	875.4041559
288	1334.737268	875.2524513
289	1334.390142	875.0473587
290	1334.117708	874.8504242
291	1334.034674	874.7492332
292	1333.809306	874.6136621
293	1333.594117	874.4740804
294	1333.500555	874.3718026
295	1333.048978	874.1105788
296	1332.890141	873.9487864
297	1332.724878	873.8114501
298	1332.46002	873.6046802
299	1331.965002	873.351517
300	1331.557521	873.1152787
301	1331.483477	873.0012243
302	1331.421895	872.8898456
303	1331.140913	872.6664675
304	1330.795797	872.4090454
305	1330.696723	872.2658466
306	1330.530339	872.1349565
307	1330.37816	872.0167574
308	1330.184697	871.8858908
309	1329.878245	871.6611388
310	1329.679604	871.4692939
311	1329.541626	871.3644857
312	1329.309728	871.1866386
313	1329.077786	871.0261265
314	1328.956168	870.9047547
315	1328.775752	870.7459514
316	1328.65512	870.6606335
317	1328.392888	870.4451051
318	1328.156005	870.2823552
319	1327.978913	870.198242
320	1327.675525	869.9605365
321	1327.325926	869.7769242
322	1327.216378	869.7026904
323	1327.120348	869.6215955
324	1326.859791	869.4589094
325	1326.707283	869.3383614
326	1326.597715	869.2661924
327	1326.14581	869.0623503
328	1326.00896	868.8614124
329	1325.863067	868.6954436
330	1325.443059	868.4736531
331	1325.356359	868.3994285
332	1325.318769	868.3595059
333	1325.075989	868.1679679
334	1324.909951	868.0555214
335	1324.589144	867.8853865
336	1324.300247	867.6669811
337	1324.237501	867.5819129
338	1324.155224	867.4816171
339	1324.013396	867.3436809
340	1323.847544	867.1918511
341	1323.679458	867.0150969
342	1323.420022	866.8444124
343	1323.224241	866.6544971
344	1323.026495	866.4750373
345	1322.956548	866.3849641
346	1322.795421	866.2480025
347	1322.678738	866.1865622
348	1322.474484	866.0027591
349	1322.365485	865.904899
350	1322.249133	865.8218239
351	1322.09443	865.7234925
352	1321.942392	865.6011161
353	1321.716492	865.4650565
354	1321.608967	865.3223473
355	1321.341299	865.105971
356	1321.232253	864.9937451
357	1320.924584	864.7668317
358	1320.717665	864.6308957
359	1320.421038	864.4398657
360	1320.338967	864.3178678
361	1320.220086	864.1866171
362	1319.986073	864.0611178
363	1319.882346	863.9680992
364	1319.758931	863.8704073
365	1319.519508	863.7371624
366	1319.354476	863.5799519
367	1319.153941	863.4082592
368	1318.904009	863.1965014
369	1318.683469	863.002881
370	1318.57021	862.8611285
371	1318.464776	862.7598524
372	1318.377851	862.6500842
373	1318.020326	862.4213383
374	1317.935991	862.3182467
375	1317.660231	862.1133714
376	1317.568606	862.0247133
377	1317.377708	861.8792062
378	1317.201167	861.7872237
379	1317.144047	861.7419924
380	1317.063389	861.6648733
381	1316.874888	861.5028399
382	1316.603083	861.3664568
383	1316.467148	861.2382231
384	1316.283815	861.1351248
385	1316.1878	861.0280116
386	1316.050103	860.8917076
387	1315.888839	860.7840602
388	1315.626354	860.6221842
389	1315.427315	860.465075
390	1314.761035	860.1458101
391	1314.531044	859.9491725
392	1314.451849	859.8838386
393	1314.39433	859.8032389
394	1314.342985	859.7501691
395	1314.247951	859.6853815
396	1314.071837	859.5711118
397	1313.979651	859.4767822
398	1313.949086	859.4346203
399	1313.687015	859.254359
400	1313.624448	859.1830607
401	1313.525242	859.1043086
402	1313.255249	858.9084853
403	1313.140489	858.8380472
404	1312.956776	858.6729633
405	1312.818424	858.5818666
406	1312.577161	858.4092104
407	1312.402455	858.2672039
408	1312.312621	858.1590354
409	1312.081248	857.9300202
410	1311.837964	857.7478859
411	1311.814728	857.6781074
412	1311.764548	857.5921104
413	1311.568638	857.4244911
414	1311.404034	857.325015
415	1311.343306	857.2638924
416	1311.11195	857.1060824
417	1310.942165	856.9746451
418	1310.819103	856.8852881
419	1310.736659	856.8083678
420	1310.560871	856.6783681
421	1310.419261	856.580298
422	1310.354439	856.4942735
423	1310.29696	856.4283458
424	1310.231779	856.357814
425	1310.173908	856.2958401
426	1310.116503	856.2155908
427	1309.993254	856.0949667
428	1309.766823	855.956832
429	1309.613439	855.8329185
430	1309.56315	855.7874596
431	1309.422348	855.6885594
432	1309.234232	855.5841335
433	1309.230316	855.5557692
434	1309.165665	855.4698138
435	1309.106372	855.4064981
436	1308.990475	855.2788098
437	1308.810334	855.1196171
438	1308.758073	855.0666925
439	1308.741737	855.0444606
440	1308.676601	854.9905695
441	1308.434015	854.8543542
442	1308.336206	854.7934707
443	1308.164907	854.653881
444	1308.025694	854.5404289
445	1307.96268	854.4658477
446	1307.821035	854.3331538
447	1307.641067	854.1814643
448	1307.524366	854.0904697
449	1307.445177	853.9979283
450	1307.407019	853.9553255
451	1307.22505	853.8607753
452	1307.046064	853.7366877
453	1306.924224	853.6112353
454	1306.757877	853.4637403
455	1306.717272	853.4044234
456	1306.640239	853.3485276
457	1306.545085	853.2466214
458	1306.408064	853.1006948
459	1306.281247	852.9884614
460	1306.178659	852.9111612
461	1306.138281	852.8478492
462	1306.012921	852.7496535
463	1305.942178	852.6618217
464	1305.851253	852.5453651
465	1305.74222	852.4606638
466	1305.584269	852.3344992
467	1305.435428	852.2258057
468	1305.231125	852.0980297
469	1305.009914	851.9697528
470	1304.927348	851.8983255
471	1304.864598	851.8275772
472	1304.768733	851.7299395
473	1304.602603	851.6531
474	1304.445688	851.519344
475	1304.309964	851.3870864
476	1304.142251	851.2791266
477	1304.070585	851.220858
478	1304.007606	851.1639241
479	1303.762247	851.0047026
480	1303.594864	850.8866502
481	1303.455898	850.7919975
482	1303.336495	850.7136268
483	1303.253593	850.6233912
484	1303.23319	850.5620954
485	1303.121529	850.470367
486	1302.972171	850.3334453
487	1302.863476	850.2767102
488	1302.708704	850.1665235
489	1302.635067	850.0594691
490	1302.532921	849.998848
491	1302.254561	849.8484387
492	1302.188095	849.792108
493	1302.130813	849.7160081
494	1302.12172	849.6874592
495	1302.052396	849.6325161
496	1301.997191	849.542487
497	1301.945782	849.490951
498	1301.92175	849.4417217
499	1301.881585	849.3975933
500	1301.815528	849.3182711
501	1301.723937	849.2239935
502	1301.71092	849.1859428
503	1301.636088	849.1429553
504	1301.611923	849.1003585
505	1301.540234	849.0186559
506	1301.292737	848.8607486
507	1301.145012	848.759507
508	1301.059881	848.6805348
509	1300.974179	848.6265397
510	1300.80033	848.485149
511	1300.762386	848.4112903
512	1300.728223	848.3639015
513	1300.691956	848.3121031
514	1300.487362	848.1777682
515	1300.428177	848.1079704
516	1300.266947	847.9657181
517	1300.234424	847.9219783
518	1300.129404	847.8074651
519	1299.869535	847.6479032
520	1299.712725	847.5679091
521	1299.642892	847.5168043
522	1299.468086	847.375877
523	1299.433931	847.343136
524	1299.26094	847.2103989
525	1299.243689	847.1528442
526	1299.19855	847.1043067
527	1299.035568	846.9640306
528	1298.891125	846.8350068
529	1298.819228	846.755395
530	1298.776382	846.7214025
531	1298.71723	846.6605698
532	1298.698558	846.6450601
533	1298.582717	846.5619557
534	1298.346327	846.4504243
535	1298.152955	846.3177638
536	1298.09739	846.2674702
537	1297.828371	846.1181574
538	1297.756389	846.0514978
539	1297.615982	845.9631084
540	1297.490967	845.8568047
541	1297.472432	845.8448861
542	1297.42116	845.7621005
543	1297.392529	845.7300301
544	1297.33203	845.665374
545	1297.203555	845.5885542
546	1297.100308	845.5044999
547	1297.078132	845.4826187
548	1297.053703	845.4384496
549	1296.947034	845.3692715
550	1296.8392	845.2837471
551	1296.695464	845.2065294
552	1296.546355	845.1222764
553	1296.502012	845.0694013
554	1296.337539	844.9408417
555	1296.326941	844.9272276
556	1296.253489	844.859639
557	1296.071864	844.7545709
558	1295.965344	844.669613
559	1295.804978	844.5702053
560	1295.651329	844.476312
561	1295.498582	844.3613652
562	1295.292097	844.1997995
563	1295.15286	844.1106866
564	1295.098478	844.0451291
565	1295.035884	843.944575
566	1294.990891	843.8960614
567	1294.929333	843.8629492
568	1294.810246	843.7755801
569	1294.727029	843.7094979
570	1294.684918	843.6732285
571	1294.616789	843.6274706
572	1294.572162	843.5889894
573	1294.450245	843.5217646
574	1294.365415	843.4542022
575	1294.269458	843.3780818
576	1294.066775	843.2316112
577	1293.933359	843.0993242
578	1293.850328	843.0087578
579	1293.82037	842.9652303
580	1293.718761	842.8780152
581	1293.675708	842.8299003
582	1293.511609	842.7380365
583	1293.494643	842.7160891
584	1293.320715	842.6031885
585	1293.297598	842.574809
586	1293.267845	842.5467477
587	1293.226518	842.5148817
588	1293.155181	842.4635634
589	1293.138215	842.442461
590	1293.064373	842.3708216
591	1292.934088	842.2545092
592	1292.932613	842.245558
593	1292.741862	842.1366843
594	1292.709527	842.1146782
595	1292.699096	842.1052871
596	1292.661839	842.0716506
597	1292.64995	842.0352048
598	1292.615437	842.0020992
599	1292.536264	841.9278944
600	1292.379021	841.8178736
601	1292.201868	841.6595625
602	1292.120799	841.5943239
603	1292.074331	841.5565511
604	1291.920586	841.473674
605	1291.827531	841.4357689
606	1291.702956	841.3487339
607	1291.596503	841.281417
608	1291.524223	841.2193754
609	1291.412456	841.1295688
610	1291.199382	840.9548232
611	1291.157262	840.9137656
612	1291.050791	840.8117315
613	1290.951139	840.737275
614	1290.893602	840.6931576
615	1290.783192	840.6021107
616	1290.676239	840.5262052
617	1290.57417	840.4317578
618	1290.556293	840.4179951
619	1290.353284	840.3047565
620	1290.344435	840.2618318
621	1290.158299	840.1384768
622	1289.941227	840.0346114
623	1289.824812	839.9174284
624	1289.785699	839.8915919
625	1289.786351	839.8699846
626	1289.786144	839.8384347
627	1289.771822	839.8226453
628	1289.760053	839.7983732
629	1289.656962	839.7012418
630	1289.4903	839.6095294
631	1289.397549	839.5158033
632	1289.362952	839.468946
633	1289.330323	839.4233262
634	1289.207495	839.3315014
635	1289.130757	839.2734687
636	1288.708544	839.0731628
637	1288.53139	838.9652778
638	1288.343649	838.8248565
639	1288.323946	838.7904889
640	1288.276544	838.7401214
641	1288.223169	838.7026851
642	1288.177417	838.6334016
643	1287.934576	838.5151783
644	1287.704936	838.3780163
645	1287.640472	838.3299374
646	1287.549349	838.2695437
647	1287.45595	838.1919851
648	1287.43911	838.1700911
649	1287.410185	838.1258045
650	1287.370864	838.0748089
651	1287.318002	838.0359318
652	1287.228099	837.9733979
653	1287.199377	837.9502967
654	1287.115017	837.8944914
655	1287.073268	837.8527908
656	1287.056509	837.8388758
657	1287.002493	837.7904869
658	1286.98034	837.7517008
659	1286.883458	837.6911605
660	1286.796787	837.6183376
661	1286.755035	837.5796245
662	1286.745904	837.5702438
663	1286.63766	837.4975553
664	1286.641154	837.4858516
665	1286.566901	837.4343515
666	1286.465937	837.3504863
667	1286.465251	837.3475765
668	1286.422038	837.3201899
669	1286.422125	837.3102985
670	1286.426567	837.2998342
671	1286.215643	837.1824246
672	1286.121238	837.1206917
673	1286.084692	837.0740766
674	1285.964396	836.9863818
675	1285.746074	836.8674297
676	1285.546519	836.7530654
677	1285.465794	836.7052086
678	1285.332825	836.6133519
679	1285.19797	836.5197276
680	1285.073596	836.424109
681	1284.944806	836.3105508
682	1284.907469	836.2643902
683	1284.883481	836.2108732
684	1284.804178	836.1575664
685	1284.639193	836.0763338
686	1284.635647	836.0488718
687	1284.544137	835.9907826
688	1284.342976	835.8532861
689	1284.271795	835.8136247
690	1284.220534	835.7799073
691	1284.055346	835.6555683
692	1283.921156	835.5514482
693	1283.854198	835.4769598
694	1283.828065	835.4389626
695	1283.715995	835.3654243
696	1283.599607	835.2804606
697	1283.499045	835.2124425
698	1283.393994	835.1401334
699	1283.263841	835.0514599
700	1283.208766	835.0107271
701	1283.185219	834.9861921
702	1283.131326	834.9322954
703	1283.018374	834.8381185
704	1282.95557	834.7868994
705	1282.787982	834.6533784
706	1282.415291	834.4964964
707	1282.276097	834.4228947
708	1282.224977	834.3707422
709	1282.169613	834.2732527
710	1282.125656	834.2410284
711	1281.996348	834.1525751
712	1281.94301	834.1033862
713	1281.867821	834.043989
714	1281.735761	833.9278111
715	1281.667464	833.8276978
716	1281.572403	833.7680026
717	1281.521549	833.7052756
718	1281.449089	833.6362061
719	1281.330184	833.528176
720	1281.196517	833.3933595
721	1281.157324	833.3587403
722	1281.074687	833.2993984
723	1280.875945	833.1741922
724	1280.813395	833.1247302
725	1280.794599	833.1005783
726	1280.696759	832.991363
727	1280.632841	832.9249839
728	1280.570453	832.8420304
729	1280.433679	832.7421664
730	1280.375111	832.698263
731	1280.343768	832.6529485
732	1280.313288	832.6320242
733	1280.258171	832.5820368
734	1280.247312	832.5580395
735	1280.132921	832.4773978
736	1280.027115	832.4000263
737	1280.024706	832.3917547
738	1279.981805	832.341286
739	1279.953746	832.2913027
740	1279.910973	832.2366655
741	1279.908596	832.2334501
742	1279.89334	832.2123563
743	1279.838475	832.1616628
744	1279.719906	832.0904247
745	1279.680136	832.045054
746	1279.629386	832.0066815
747	1279.606799	831.9871509
748	1279.589638	831.9464548
749	1279.523932	831.8848786
750	1279.388385	831.7637365
751	1279.382132	831.7412505
752	1279.274321	831.6448839
753	1279.237558	831.6032435
754	1279.178623	831.5445866
755	1279.167063	831.5313019
756	1279.119043	831.4693722
757	1279.033386	831.3994388
758	1279.014116	831.3854492
759	1278.987168	831.3648684
760	1278.989389	831.3611259
761	1278.908909	831.2901333
762	1278.820811	831.2024192
763	1278.803847	831.1857243
764	1278.709674	831.1187215
765	1278.651356	831.0786441
766	1278.490839	830.9830536
767	1278.467298	830.9525708
768	1278.390979	830.8957161
769	1278.339044	830.8527499
770	1278.337334	830.8498382
771	1278.327368	830.8365805
772	1278.217773	830.7752907
773	1278.211842	830.7634463
774	1278.20659	830.7533707
775	1278.175167	830.7308864
776	1278.08907	830.6576685
777	1277.998844	830.5860208
778	1277.961293	830.5579877
779	1277.87479	830.4961029
780	1277.859238	830.4627486
781	1277.824002	830.4207758
782	1277.744988	830.3695231
783	1277.648179	830.2792642
784	1277.584552	830.2348209
785	1277.49686	830.1563804
786	1277.476384	830.1419786
787	1277.474005	830.1378555
788	1277.465315	830.1291283
789	1277.476696	830.1144785
790	1277.451871	830.0942185
791	1277.393101	830.046565
792	1277.314054	829.97613
793	1277.249686	829.9188674
794	1277.011597	829.8096065
795	1276.907837	829.7421076
796	1276.828782	829.6824509
797	1276.738152	829.6010141
798	1276.661861	829.5332589
799	1276.635922	829.5148721
800	1276.602393	829.4717103
801	1276.507808	829.4074364
802	1276.470011	829.3622463
803	1276.444299	829.3276292
804	1276.369965	829.264303
805	1276.305097	829.2185651
806	1276.240179	829.1538378
807	1276.178089	829.103265
808	1276.143495	829.0549661
809	1276.088186	829.0138735
810	1276.028133	828.9764107
811	1276.005536	828.9597684
812	1275.982164	828.9445725
813	1275.973625	828.9336994
814	1275.952186	828.9119136
815	1275.944447	828.9006368
816	1275.822368	828.7999244
817	1275.803473	828.7846629
818	1275.728741	828.7412755
819	1275.69538	828.7176906
820	1275.681037	828.707588
821	1275.666502	828.6894677
822	1275.607904	828.6421327
823	1275.56672	828.590232
824	1275.481533	828.5405898
825	1275.479658	828.5381125
826	1275.477252	828.5286898
827	1275.477137	828.5215127
828	1275.394206	828.4620766
829	1275.382878	828.4552306
830	1275.368518	828.4446568
831	1275.354099	828.4243426
832	1275.338895	828.4089799
833	1275.219206	828.3366041
834	1275.18066	828.2800604
835	1275.063068	828.195227
836	1274.964241	828.1236517
837	1274.937461	828.1114432
838	1274.9293	828.0957633
839	1274.873092	828.0657162
840	1274.840416	828.0353543
841	1274.798559	827.9963305
842	1274.735956	827.9560447
843	1274.722301	827.9406403
844	1274.378291	827.8046011
845	1274.368018	827.775357
846	1274.301381	827.6765693
847	1274.238827	827.6029303
848	1274.190454	827.5525234
849	1274.163074	827.5247577
850	1274.121064	827.4749182
851	1274.045255	827.4297841
852	1273.990153	827.3819119
853	1273.941096	827.3345905
854	1273.881813	827.2688115
855	1273.828663	827.2340325
856	1273.78502	827.1808882
857	1273.767638	827.1632559
858	1273.765336	827.1382012
859	1273.705202	827.0757715
860	1273.602405	827.0037494
861	1273.541162	826.9530094
862	1273.500398	826.9232759
863	1273.474886	826.8800444
864	1273.464227	826.868705
865	1273.389835	826.7932668
866	1273.265638	826.7381475
867	1273.22538	826.6999945
868	1273.173841	826.6462467
869	1273.126309	826.5820987
870	1273.08066	826.5536482
871	1273.009189	826.4809866
872	1272.908982	826.3684961
873	1272.791602	826.3120481
874	1272.768061	826.2794813
875	1272.741556	826.2410515
876	1272.722016	826.2195713
877	1272.631268	826.1455038
878	1272.510466	826.0846512
879	1272.446792	826.0337771
880	1272.344776	825.9714544
881	1272.286777	825.9255423
882	1272.200598	825.8554711
883	1272.091864	825.7625047
884	1272.08489	825.7566095
885	1272.062823	825.740859
886	1272.055927	825.7338521
887	1272.047978	825.7248207
888	1272.000574	825.7030946
889	1271.995761	825.6966044
890	1271.969644	825.6820434
891	1271.921107	825.644051
892	1271.907016	825.6316267
893	1271.901263	825.6231883
894	1271.879559	825.608762
895	1271.801952	825.5680079
896	1271.776534	825.5448317
897	1271.758674	825.5367094
898	1271.738395	825.5241753
899	1271.734756	825.5202975
900	1271.722527	825.5057254
901	1271.673046	825.4600487
902	1271.62189	825.4315119
903	1271.605257	825.4067435
904	1271.572275	825.382584
905	1271.470795	825.3170651
906	1271.463894	825.3063591
907	1271.385788	825.2628283
908	1271.35573	825.2297617
909	1271.348496	825.212862
910	1271.355312	825.2097607
911	1271.23165	825.1326189
912	1271.227701	825.1272381
913	1271.20267	825.1038306
914	1271.159097	825.0680316
915	1271.135208	825.0425709
916	1271.080283	825.0074198
917	1271.029225	824.9788792
918	1270.897494	824.9139901
919	1270.885691	824.8887784
920	1270.876047	824.8745031
921	1270.825124	824.8287961
922	1270.812767	824.822377
923	1270.785465	824.7948232
924	1270.759098	824.7733043
925	1270.750788	824.7676562
926	1270.750414	824.7659101
927	1270.757144	824.758505
928	1270.753845	824.7559172
929	1270.751964	824.7530147
930	1270.746413	824.748214
931	1270.654371	824.6986596
932	1270.610121	824.6547164
933	1270.573863	824.6133076
934	1270.556551	824.5540539
935	1270.502584	824.4967775
936	1270.38944	824.412254
937	1270.356381	824.3701481
938	1270.324167	824.3415582
939	1270.259337	824.2767206
940	1270.236149	824.2613862
941	1270.231354	824.2536417
942	1270.220432	824.2399488
943	1270.208095	824.2337515
944	1270.138795	824.1977043
945	1270.097213	824.1667858
946	1269.956017	824.0904797
947	1269.872808	824.028776
948	1269.870681	824.0135848
949	1269.857272	823.9971278
950	1269.847563	823.9891356
951	1269.83613	823.9762109
952	1269.817563	823.9549029
953	1269.796631	823.9278279
954	1269.790752	823.9190006
955	1269.632914	823.8038748
956	1269.595939	823.75295
957	1269.518006	823.6887426
958	1269.507148	823.6766602
959	1269.44616	823.6316422
960	1269.352077	823.5599524
961	1269.216422	823.454054
962	1269.206833	823.4362535
963	1269.150951	823.392955
964	1269.056943	823.3433567
965	1269.040867	823.328954
966	1269.031986	823.3208849
967	1268.880679	823.2184432
968	1268.858506	823.198919
969	1268.827578	823.1748839
970	1268.780108	823.1451316
971	1268.668568	823.08037
972	1268.579366	823.0123201
973	1268.515816	822.9432063
974	1268.457381	822.9075889
975	1268.433057	822.8737782
976	1268.412396	822.8463088
977	1268.313961	822.7779778
978	1268.205388	822.7260328
979	1268.15708	822.6707848
980	1268.153642	822.66672
981	1268.040734	822.575616
982	1268.036251	822.5706113
983	1267.937167	822.5159768
984	1267.903736	822.463141
985	1267.830322	822.385952
986	1267.730251	822.3175208
987	1267.678303	822.2770657
988	1267.675779	822.2740232
989	1267.670992	822.2664365
990	1267.661256	822.2515937
991	1267.610159	822.1976949
992	1267.534395	822.1468472
993	1267.452188	822.0971565
994	1267.382606	822.0356131
995	1267.337935	821.9997452
996	1267.332352	821.9926741
997	1267.201016	821.9114334
998	1267.089928	821.8544793
999	1267.010402	821.7957058
1000	1266.872549	821.7169441
1001	1266.618709	821.5881116
1002	1266.592264	821.5461943
1003	1266.558658	821.5042019
1004	1266.553448	821.4968881
